Date_of_report;Date_of_measurement;Wave;Region_code;Region_name;Subgroup_category;Subgroup;Indicator_category;Indicator;Sample_size;Figure_type;Value;Lower_limit;Upper_limit;Change_wrt_previous_measurement
2021-05-04 10:00:00;2020-12-01;04;VR19;Zeeland;Alle;Totaal;Draagvlak;Was_vaak_je_handen;217;Percentage;85;79.4;89.2;0
2021-05-04 10:00:00;2020-12-01;04;VR20;Midden- en West-Brabant;Alle;Totaal;Draagvlak;Was_vaak_je_handen;216;Percentage;85.9;80.6;90;0
2021-05-04 10:00:00;2020-12-01;04;VR21;Brabant-Noord;Alle;Totaal;Draagvlak;Was_vaak_je_handen;195;Percentage;89.2;83.4;93.1;0
2021-05-04 10:00:00;2020-12-01;04;VR22;Brabant-Zuidoost;Alle;Totaal;Draagvlak;Was_vaak_je_handen;213;Percentage;88.4;83.2;92.1;0
2021-05-04 10:00:00;2020-12-01;04;VR23;Limburg-Noord;Alle;Totaal;Draagvlak;Was_vaak_je_handen;191;Percentage;85.7;79.8;90.1;0
2021-05-04 10:00:00;2020-12-01;04;VR24;Limburg-Zuid;Alle;Totaal;Draagvlak;Was_vaak_je_handen;209;Percentage;86.6;81.3;90.6;0
2021-05-04 10:00:00;2020-12-01;04;VR25;Flevoland;Alle;Totaal;Draagvlak;Was_vaak_je_handen;197;Percentage;88.7;82.9;92.6;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Alle;Totaal;Draagvlak;Werkt_thuis;4860;Percentage;85.2;84.1;86.3;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;16-24;Draagvlak;Werkt_thuis;573;Percentage;78.3;74.4;81.9;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;25-39;Draagvlak;Werkt_thuis;1065;Percentage;85.2;82.8;87.4;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;40-54;Draagvlak;Werkt_thuis;1184;Percentage;86.1;83.9;88.1;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;55-69;Draagvlak;Werkt_thuis;1197;Percentage;87.2;84.9;89.1;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;70+;Draagvlak;Werkt_thuis;841;Percentage;86.6;83.9;88.9;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Man;Draagvlak;Werkt_thuis;2384;Percentage;83.8;82.1;85.4;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Vrouw;Draagvlak;Werkt_thuis;2476;Percentage;86.5;85;87.9;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Laag;Draagvlak;Werkt_thuis;1013;Percentage;79.4;76.4;82.1;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Midden;Draagvlak;Werkt_thuis;2044;Percentage;84.3;82.5;85.9;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Hoog;Draagvlak;Werkt_thuis;1803;Percentage;89.3;87.7;90.8;-1
2021-05-04 10:00:00;2020-12-01;04;VR01;Groningen;Alle;Totaal;Draagvlak;Werkt_thuis;196;Percentage;81.4;75.1;86.4;-1
2021-05-04 10:00:00;2020-12-01;04;VR02;Fryslân;Alle;Totaal;Draagvlak;Werkt_thuis;183;Percentage;79.5;72.8;84.9;0
2021-05-04 10:00:00;2020-12-01;04;VR03;Drenthe;Alle;Totaal;Draagvlak;Werkt_thuis;199;Percentage;79.7;73.4;84.9;0
2021-05-04 10:00:00;2020-12-01;04;VR04;IJsselland;Alle;Totaal;Draagvlak;Werkt_thuis;191;Percentage;85.5;79.8;89.9;0
2021-05-04 10:00:00;2020-12-01;04;VR05;Twente;Alle;Totaal;Draagvlak;Werkt_thuis;206;Percentage;86.5;81.1;90.5;-1
2021-05-04 10:00:00;2020-12-01;04;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Draagvlak;Werkt_thuis;200;Percentage;87.6;81.9;91.7;0
2021-05-04 10:00:00;2020-12-01;04;VR07;Gelderland-Midden;Alle;Totaal;Draagvlak;Werkt_thuis;195;Percentage;80.3;74.1;85.3;-1
2021-05-04 10:00:00;2020-12-01;04;VR08;Gelderland-Zuid;Alle;Totaal;Draagvlak;Werkt_thuis;197;Percentage;85.7;79.9;90;0
2021-05-04 10:00:00;2020-12-01;04;VR09;Utrecht;Alle;Totaal;Draagvlak;Werkt_thuis;223;Percentage;91.4;86.7;94.5;0
2021-05-04 10:00:00;2020-12-01;04;VR10;Noord-Holland-Noord;Alle;Totaal;Draagvlak;Werkt_thuis;210;Percentage;81.5;75.5;86.3;0
2021-05-04 10:00:00;2020-12-01;04;VR11;Zaanstreek-Waterland;Alle;Totaal;Draagvlak;Werkt_thuis;173;Percentage;88.5;82.5;92.6;0
2021-05-04 10:00:00;2020-12-01;04;VR12;Kennemerland;Alle;Totaal;Draagvlak;Werkt_thuis;189;Percentage;85.4;79.7;89.7;0
2021-05-04 10:00:00;2020-12-01;04;VR13;Amsterdam-Amstelland;Alle;Totaal;Draagvlak;Werkt_thuis;194;Percentage;87.1;80.9;91.5;0
2021-05-04 10:00:00;2020-12-01;04;VR14;Gooi en Vechtstreek;Alle;Totaal;Draagvlak;Werkt_thuis;100;Percentage;85.9;76.4;92;0
2021-05-04 10:00:00;2020-12-01;04;VR15;Haaglanden;Alle;Totaal;Draagvlak;Werkt_thuis;197;Percentage;87.8;82.2;91.8;0
2021-05-04 10:00:00;2020-12-01;04;VR16;Hollands-Midden;Alle;Totaal;Draagvlak;Werkt_thuis;202;Percentage;84.9;78.9;89.4;0
2021-05-04 10:00:00;2020-12-01;04;VR17;Rotterdam-Rijnmond;Alle;Totaal;Draagvlak;Werkt_thuis;190;Percentage;81.5;75.1;86.5;0
2021-05-04 10:00:00;2020-12-01;04;VR18;Zuid-Holland-Zuid;Alle;Totaal;Draagvlak;Werkt_thuis;206;Percentage;89.3;83.9;93;0
2021-05-04 10:00:00;2020-12-01;04;VR19;Zeeland;Alle;Totaal;Draagvlak;Werkt_thuis;208;Percentage;80.8;74.8;85.7;0
2021-05-04 10:00:00;2020-12-01;04;VR20;Midden- en West-Brabant;Alle;Totaal;Draagvlak;Werkt_thuis;212;Percentage;85.3;79.8;89.5;0
2021-05-04 10:00:00;2020-12-01;04;VR21;Brabant-Noord;Alle;Totaal;Draagvlak;Werkt_thuis;192;Percentage;86.3;80.4;90.7;0
2021-05-04 10:00:00;2020-12-01;04;VR22;Brabant-Zuidoost;Alle;Totaal;Draagvlak;Werkt_thuis;208;Percentage;88.8;83.4;92.7;0
2021-05-04 10:00:00;2020-12-01;04;VR23;Limburg-Noord;Alle;Totaal;Draagvlak;Werkt_thuis;187;Percentage;81.8;75.5;86.8;-1
2021-05-04 10:00:00;2020-12-01;04;VR24;Limburg-Zuid;Alle;Totaal;Draagvlak;Werkt_thuis;206;Percentage;84.3;78.7;88.6;0
2021-05-04 10:00:00;2020-12-01;04;VR25;Flevoland;Alle;Totaal;Draagvlak;Werkt_thuis;196;Percentage;85.1;79;89.7;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;16-24;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;25-39;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;40-54;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;55-69;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;70+;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Man;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Vrouw;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Laag;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Midden;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Hoog;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR01;Groningen;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR02;Fryslân;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR03;Drenthe;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR04;IJsselland;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR05;Twente;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR07;Gelderland-Midden;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR08;Gelderland-Zuid;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR09;Utrecht;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR10;Noord-Holland-Noord;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR11;Zaanstreek-Waterland;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR12;Kennemerland;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR13;Amsterdam-Amstelland;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR14;Gooi en Vechtstreek;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR15;Haaglanden;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR16;Hollands-Midden;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR17;Rotterdam-Rijnmond;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR18;Zuid-Holland-Zuid;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR19;Zeeland;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR20;Midden- en West-Brabant;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR21;Brabant-Noord;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR22;Brabant-Zuidoost;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR23;Limburg-Noord;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR24;Limburg-Zuid;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;VR25;Flevoland;Alle;Totaal;Helpen_regels;Avondklok;0;Percentage;;;;
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;4976;Percentage;88.7;87.7;89.7;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;16-24;Helpen_regels;Bij_klachten_blijf_thuis;581;Percentage;85.4;81.9;88.3;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;25-39;Helpen_regels;Bij_klachten_blijf_thuis;1071;Percentage;86.7;84.3;88.7;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;40-54;Helpen_regels;Bij_klachten_blijf_thuis;1194;Percentage;89.4;87.4;91.1;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;55-69;Helpen_regels;Bij_klachten_blijf_thuis;1220;Percentage;90.2;88.2;91.8;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;70+;Helpen_regels;Bij_klachten_blijf_thuis;910;Percentage;91.2;89;93;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Man;Helpen_regels;Bij_klachten_blijf_thuis;2455;Percentage;87.7;86.2;89;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Vrouw;Helpen_regels;Bij_klachten_blijf_thuis;2521;Percentage;89.8;88.4;91;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Laag;Helpen_regels;Bij_klachten_blijf_thuis;1065;Percentage;86.4;83.9;88.5;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Midden;Helpen_regels;Bij_klachten_blijf_thuis;2083;Percentage;87.3;85.6;88.7;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Hoog;Helpen_regels;Bij_klachten_blijf_thuis;1828;Percentage;91.6;90.1;92.9;0
2021-05-04 10:00:00;2020-12-01;04;VR01;Groningen;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;202;Percentage;86.5;80.8;90.7;0
2021-05-04 10:00:00;2020-12-01;04;VR02;Fryslân;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;184;Percentage;89.8;84.4;93.4;0
2021-05-04 10:00:00;2020-12-01;04;VR03;Drenthe;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;203;Percentage;85.7;79.9;90;0
2021-05-04 10:00:00;2020-12-01;04;VR04;IJsselland;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;194;Percentage;90.2;85.2;93.7;0
2021-05-04 10:00:00;2020-12-01;04;VR05;Twente;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;208;Percentage;91.1;86.4;94.2;0
2021-05-04 10:00:00;2020-12-01;04;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;206;Percentage;88.9;83.3;92.8;0
2021-05-04 10:00:00;2020-12-01;04;VR07;Gelderland-Midden;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;200;Percentage;86.7;81.1;90.8;0
2021-05-04 10:00:00;2020-12-01;04;VR08;Gelderland-Zuid;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;204;Percentage;93.9;89.5;96.6;0
2021-05-04 10:00:00;2020-12-01;04;VR09;Utrecht;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;225;Percentage;91.8;87.1;94.8;0
2021-05-04 10:00:00;2020-12-01;04;VR10;Noord-Holland-Noord;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;221;Percentage;90.1;85.5;93.3;0
2021-05-04 10:00:00;2020-12-01;04;VR11;Zaanstreek-Waterland;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;176;Percentage;86.7;80.4;91.1;0
2021-05-04 10:00:00;2020-12-01;04;VR12;Kennemerland;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;195;Percentage;88.8;83.5;92.5;0
2021-05-04 10:00:00;2020-12-01;04;VR13;Amsterdam-Amstelland;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;198;Percentage;91.7;86.6;95;0
2021-05-04 10:00:00;2020-12-01;04;VR14;Gooi en Vechtstreek;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;105;Percentage;90.3;82.5;94.9;0
2021-05-04 10:00:00;2020-12-01;04;VR15;Haaglanden;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;203;Percentage;88.7;83.4;92.5;0
2021-05-04 10:00:00;2020-12-01;04;VR16;Hollands-Midden;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;204;Percentage;86.4;80.8;90.6;0
2021-05-04 10:00:00;2020-12-01;04;VR17;Rotterdam-Rijnmond;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;198;Percentage;87.1;81.5;91.3;0
2021-05-04 10:00:00;2020-12-01;04;VR18;Zuid-Holland-Zuid;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;210;Percentage;90.2;85.2;93.7;0
2021-05-04 10:00:00;2020-12-01;04;VR19;Zeeland;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;217;Percentage;82.2;76.4;86.9;0
2021-05-04 10:00:00;2020-12-01;04;VR20;Midden- en West-Brabant;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;216;Percentage;87.5;82.3;91.3;0
2021-05-04 10:00:00;2020-12-01;04;VR21;Brabant-Noord;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;196;Percentage;88.9;83.5;92.7;0
2021-05-04 10:00:00;2020-12-01;04;VR22;Brabant-Zuidoost;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;213;Percentage;89.2;83.9;92.9;0
2021-05-04 10:00:00;2020-12-01;04;VR23;Limburg-Noord;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;191;Percentage;88.7;83.1;92.5;0
2021-05-04 10:00:00;2020-12-01;04;VR24;Limburg-Zuid;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;210;Percentage;88.3;83.3;92;0
2021-05-04 10:00:00;2020-12-01;04;VR25;Flevoland;Alle;Totaal;Helpen_regels;Bij_klachten_blijf_thuis;197;Percentage;82.1;75.5;87.2;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;4976;Percentage;82.2;81;83.3;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;16-24;Helpen_regels;Bij_klachten_laat_testen;581;Percentage;80.5;76.6;83.8;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;25-39;Helpen_regels;Bij_klachten_laat_testen;1071;Percentage;81.3;78.7;83.7;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;40-54;Helpen_regels;Bij_klachten_laat_testen;1194;Percentage;79.1;76.5;81.5;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;55-69;Helpen_regels;Bij_klachten_laat_testen;1220;Percentage;83.8;81.4;85.9;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;70+;Helpen_regels;Bij_klachten_laat_testen;910;Percentage;86.8;84.2;88.9;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Man;Helpen_regels;Bij_klachten_laat_testen;2455;Percentage;81.4;79.6;83;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Vrouw;Helpen_regels;Bij_klachten_laat_testen;2521;Percentage;82.9;81.3;84.4;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Laag;Helpen_regels;Bij_klachten_laat_testen;1065;Percentage;81.8;79.1;84.2;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Midden;Helpen_regels;Bij_klachten_laat_testen;2083;Percentage;80.4;78.5;82.2;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Hoog;Helpen_regels;Bij_klachten_laat_testen;1828;Percentage;84.2;82.3;85.9;0
2021-05-04 10:00:00;2020-12-01;04;VR01;Groningen;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;202;Percentage;81.9;75.7;86.8;0
2021-05-04 10:00:00;2020-12-01;04;VR02;Fryslân;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;184;Percentage;80;73.3;85.3;0
2021-05-04 10:00:00;2020-12-01;04;VR03;Drenthe;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;203;Percentage;74;67.4;79.7;-1
2021-05-04 10:00:00;2020-12-01;04;VR04;IJsselland;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;194;Percentage;84.5;78.6;89;0
2021-05-04 10:00:00;2020-12-01;04;VR05;Twente;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;208;Percentage;83.9;78.1;88.3;0
2021-05-04 10:00:00;2020-12-01;04;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;206;Percentage;84.5;78.5;89.1;0
2021-05-04 10:00:00;2020-12-01;04;VR07;Gelderland-Midden;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;200;Percentage;77.7;71.2;83.1;0
2021-05-04 10:00:00;2020-12-01;04;VR08;Gelderland-Zuid;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;204;Percentage;85.9;80.3;90.2;0
2021-05-04 10:00:00;2020-12-01;04;VR09;Utrecht;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;225;Percentage;84.4;78.8;88.8;0
2021-05-04 10:00:00;2020-12-01;04;VR10;Noord-Holland-Noord;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;221;Percentage;83.1;77.5;87.5;0
2021-05-04 10:00:00;2020-12-01;04;VR11;Zaanstreek-Waterland;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;176;Percentage;80.9;74.1;86.3;0
2021-05-04 10:00:00;2020-12-01;04;VR12;Kennemerland;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;195;Percentage;80.9;74.8;85.9;0
2021-05-04 10:00:00;2020-12-01;04;VR13;Amsterdam-Amstelland;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;198;Percentage;83.1;76.8;87.9;0
2021-05-04 10:00:00;2020-12-01;04;VR14;Gooi en Vechtstreek;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;105;Percentage;78;68.6;85.2;0
2021-05-04 10:00:00;2020-12-01;04;VR15;Haaglanden;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;203;Percentage;83.8;78;88.4;0
2021-05-04 10:00:00;2020-12-01;04;VR16;Hollands-Midden;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;204;Percentage;82.3;76.3;87;0
2021-05-04 10:00:00;2020-12-01;04;VR17;Rotterdam-Rijnmond;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;198;Percentage;81;74.8;86;0
2021-05-04 10:00:00;2020-12-01;04;VR18;Zuid-Holland-Zuid;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;210;Percentage;80.2;74;85.2;0
2021-05-04 10:00:00;2020-12-01;04;VR19;Zeeland;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;217;Percentage;79.6;73.5;84.6;0
2021-05-04 10:00:00;2020-12-01;04;VR20;Midden- en West-Brabant;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;216;Percentage;84.6;79;88.9;0
2021-05-04 10:00:00;2020-12-01;04;VR21;Brabant-Noord;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;196;Percentage;83.9;78;88.5;0
2021-05-04 10:00:00;2020-12-01;04;VR22;Brabant-Zuidoost;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;213;Percentage;85.2;79.6;89.5;0
2021-05-04 10:00:00;2020-12-01;04;VR23;Limburg-Noord;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;191;Percentage;78.5;72;83.8;0
2021-05-04 10:00:00;2020-12-01;04;VR24;Limburg-Zuid;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;210;Percentage;77.9;71.7;83;0
2021-05-04 10:00:00;2020-12-01;04;VR25;Flevoland;Alle;Totaal;Helpen_regels;Bij_klachten_laat_testen;197;Percentage;80.5;73.5;85.9;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Alle;Totaal;Helpen_regels;Draag_mondkapje_in_ov;4976;Percentage;56.9;55.4;58.4;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;16-24;Helpen_regels;Draag_mondkapje_in_ov;581;Percentage;51.2;46.6;55.7;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;25-39;Helpen_regels;Draag_mondkapje_in_ov;1071;Percentage;48.5;45.3;51.7;0
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;40-54;Helpen_regels;Draag_mondkapje_in_ov;1194;Percentage;50.5;47.5;53.6;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;55-69;Helpen_regels;Draag_mondkapje_in_ov;1220;Percentage;62.8;59.8;65.7;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Leeftijd;70+;Helpen_regels;Draag_mondkapje_in_ov;910;Percentage;73.7;70.5;76.7;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Man;Helpen_regels;Draag_mondkapje_in_ov;2455;Percentage;57.4;55.2;59.5;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Geslacht;Vrouw;Helpen_regels;Draag_mondkapje_in_ov;2521;Percentage;56.4;54.3;58.5;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Laag;Helpen_regels;Draag_mondkapje_in_ov;1065;Percentage;61.7;58.4;65;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Midden;Helpen_regels;Draag_mondkapje_in_ov;2083;Percentage;58;55.7;60.3;-1
2021-05-04 10:00:00;2020-12-01;04;NL00;Nederland;Opleiding;Hoog;Helpen_regels;Draag_mondkapje_in_ov;1828;Percentage;53;50.5;55.5;-1
2021-05-04 10:00:00;2020-12-01;04;VR01;Groningen;Alle;Totaal;Helpen_regels;Draag_mondkapje_in_ov;202;Percentage;56.5;49.4;63.3;0
2021-05-04 10:00:00;2020-12-01;04;VR02;Fryslân;Alle;Totaal;Helpen_regels;Draag_mondkapje_in_ov;184;Percentage;56.3;48.9;63.4;-1
2021-05-04 10:00:00;2020-12-01;04;VR03;Drenthe;Alle;Totaal;Helpen_regels;Draag_mondkapje_in_ov;203;Percentage;60;53;66.6;0
2021-05-04 10:00:00;2020-12-01;04;VR04;IJsselland;Alle;Totaal;Helpen_regels;Draag_mondkapje_in_ov;194;Percentage;62.3;55.2;68.9;0
2021-05-04 10:00:00;2020-12-01;04;VR05;Twente;Alle;Totaal;Helpen_regels;Draag_mondkapje_in_ov;208;Percentage;64.1;57.1;70.5;0
2021-05-04 10:00:00;2020-12-01;04;VR06;Noord- en Oost-Gelderland;Alle;Totaal;Helpen_regels;Draag_mondkapje_in_ov;206;Percentage;56;48.8;62.9;-1
2021-05-04 10:00:00;2020-12-01;04;VR07;Gelderland-Midden;Alle;Totaal;Helpen_regels;Draag_mondkapje_in_ov;200;Percentage;50.2;43.1;57.3;-1
2021-05-04 10:00:00;2020-12-01;04;VR08;Gelderland-Zuid;Alle;Totaal;Helpen_regels;Draag_mondkapje_in_ov;204;Percentage;60.3;53.3;67;0
